id_orig,original_language,budget,revenue,original_title,popularity,release_date,vote_average,vote_count,año,return
41758,en,0.0,0.0,Empire Falls,5.234659,2005-05-28,6.4,14.0,2005,
51079,en,0.0,0.0,Piccadilly,0.807057,1929-02-01,6.9,6.0,1929,
43122,en,0.0,0.0,The Private Life of Henry VIII,3.491337,1933-08-17,6.2,11.0,1933,
1579,en,40000000.0,120175290.0,Apocalypto,7.735233,2006-12-07,7.3,1252.0,2006,3.00438225
119907,en,0.0,0.0,Household Saints,0.055173,1993-09-15,5.0,1.0,1993,
65488,en,5000000.0,0.0,Raintree County,2.607994,1957-12-20,5.2,13.0,1957,0.0
9664,en,60000000.0,17800000.0,Flyboys,5.460942,2006-09-22,6.3,274.0,2006,0.2966666666666667
12094,en,11000000.0,72778712.0,Jackass Number Two,7.915368,2006-09-22,6.4,306.0,2006,6.616246545454546
15624,en,450000.0,973525.0,Conversations with Other Women,2.333661,2006-06-07,6.2,38.0,2006,2.163388888888889
15997,en,0.0,0.0,The Land Before Time II: The Great Valley Adventure,8.98856,1994-12-12,6.1,126.0,1994,
496,en,18000000.0,261572744.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,8.278336,2006-11-01,6.5,1617.0,2006,14.531819111111112
40862,en,0.0,0.0,Iraq for Sale: The War Profiteers,0.303529,2006-01-01,8.0,6.0,2006,
24751,en,0.0,0.0,The Conqueror,2.050561,1956-03-28,3.8,12.0,1956,
36249,en,0.0,0.0,Romy and Michele: In the Beginning,0.589159,2005-01-01,4.0,6.0,2005,
111642,en,0.0,0.0,St. Martin's Lane,2.115376,1938-10-18,8.0,5.0,1938,
1422,en,90000000.0,289847354.0,The Departed,18.515448,2006-10-05,7.9,4455.0,2006,3.2205261555555555
10781,en,16000000.0,0.0,The Texas Chainsaw Massacre: The Beginning,10.516112,2006-10-06,5.9,412.0,2006,0.0
9978,en,40000000.0,23937870.0,Stormbreaker,8.778999,2006-07-21,5.1,219.0,2006,0.59844675
30025,en,0.0,0.0,Sirocco,2.739096,1951-06-13,3.9,4.0,1951,
164687,en,0.0,0.0,Dante's Inferno,0.977254,1935-08-23,5.8,4.0,1935,
3593,en,0.0,0.0,Dr. Cyclops,0.662919,1940-04-09,6.1,15.0,1940,
7510,en,12000000.0,6754898.0,Running with Scissors,4.926507,2006-10-27,5.8,80.0,2006,0.5629081666666667
28115,en,0.0,0.0,Dillinger,1.61966,1945-03-02,4.9,9.0,1945,
28297,en,0.0,0.0,Brute Force,3.119264,1947-06-30,7.1,40.0,1947,
16548,en,0.0,0.0,Ellie Parker,10.146313,2005-01-21,5.7,21.0,2005,
1975,en,20000000.0,39143839.0,The Grudge 2,6.768804,2006-10-13,5.3,288.0,2006,1.95719195
8975,en,20000000.0,22165608.0,The Marine,6.679168,2006-10-13,5.0,165.0,2006,1.1082804
9672,en,13000000.0,1151330.0,Infamous,5.169999,2006-11-16,6.4,60.0,2006,0.08856384615384616
15005,en,20000000.0,13391174.0,One Night with the King,3.660528,2006-10-13,6.1,12.0,2006,0.6695587
39183,en,1000000.0,0.0,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,0.110813,2006-01-01,4.7,3.0,2006,0.0
52360,en,0.0,0.0,The Howards of Virginia,0.482353,1940-09-19,4.5,4.0,1940,
98498,en,0.0,0.0,Le Tombeau d'Alexandre,0.149622,1993-03-25,9.0,4.0,1993,
10070,en,0.0,658573.0,Feast,7.888988,2005-10-14,6.1,162.0,2005,inf
1440,en,26000000.0,14821658.0,Little Children,7.311148,2006-10-06,6.9,243.0,2006,0.5700637692307692
13364,en,0.0,201275.0,Deliver Us from Evil,2.583226,2006-06-24,7.5,57.0,2006,inf
28932,en,11.0,11.0,F.I.S.T.,3.566996,1978-04-26,6.5,30.0,1978,1.0
18925,en,100000.0,10178331.0,Facing the Giants,7.485908,2006-09-29,6.6,64.0,2006,101.78331
77198,en,0.0,0.0,Broadway Bill,0.521533,1934-11-30,4.6,5.0,1934,
1523,en,6000000.0,48027970.0,The Last King of Scotland,9.424157,2006-09-01,7.4,568.0,2006,8.004661666666667
14201,en,0.0,0.0,The U.S. vs. John Lennon,1.337104,2006-09-15,6.5,17.0,2006,
1378,en,2000000.0,5179037.0,Shortbus,11.547748,2006-05-20,6.3,141.0,2006,2.5895185
49481,en,0.0,0.0,3 Blind Mice,2.963648,2003-10-08,4.9,8.0,2003,
9693,en,76000000.0,69959751.0,Children of Men,14.114606,2006-09-22,7.4,2120.0,2006,0.9205230394736842
1124,en,40000000.0,109676311.0,The Prestige,16.94556,2006-10-19,8.0,4510.0,2006,2.741907775
3683,en,90000000.0,65900249.0,Flags of Our Fathers,9.224494,2006-10-18,6.7,532.0,2006,0.7322249888888889
14012,en,15000000.0,21000000.0,Flicka,3.94159,2006-10-20,6.1,52.0,2006,1.4
43673,en,0.0,0.0,Sleeping Dogs Lie,5.381609,2006-10-20,5.7,13.0,2006,
8194,en,0.0,516139.0,A Guide To Recognizing Your Saints,7.34846,2006-09-29,6.8,98.0,2006,inf
214,en,10000000.0,163876815.0,Saw III,14.938035,2006-10-27,6.1,1104.0,2006,16.3876815
1123,en,0.0,4291965.0,Catch a Fire,3.451518,2006-10-27,6.4,26.0,2006,inf
21173,en,2000000.0,167000.0,Death of a President,4.028906,2006-10-27,5.7,18.0,2006,0.0835
50573,en,0.0,0.0,Little Secrets,1.917878,2001-10-17,6.4,21.0,2001,
59087,en,0.0,0.0,5 Fingers,8.253802,1952-02-22,7.2,19.0,1952,
14620,en,0.0,0.0,The Butterfly Effect 2,5.776666,2006-10-10,4.6,255.0,2006,
11619,en,149000000.0,64459316.0,Flushed Away,9.922577,2006-10-22,6.0,909.0,2006,0.4326128590604027
1427,en,50000000.0,132180323.0,Perfume: The Story of a Murderer,10.297304,2006-09-13,7.1,1198.0,2006,2.64360646
23030,en,4800000.0,0.0,Arabesque,4.953729,1966-05-04,5.9,29.0,1966,0.0
13767,en,12000000.0,84500122.0,The Santa Clause 3: The Escape Clause,6.829528,2006-11-01,5.0,241.0,2006,7.041676833333334
19109,en,0.0,0.0,The Long Weekend,6.038144,2005-08-05,5.8,27.0,2005,
33218,en,0.0,0.0,Daddy Long Legs,2.16539,1955-05-05,6.4,26.0,1955,
144541,en,0.0,0.0,"Cześć, Tereska",0.254635,2001-09-28,7.6,5.0,2001,
68736,en,0.0,0.0,Joe Cocker - Mad Dogs & Englishmen,0.035284,1971-08-27,10.0,1.0,1971,
67880,en,0.0,0.0,Four Daughters,0.724273,1938-08-09,3.5,4.0,1938,
35561,en,0.0,0.0,Arizona,0.911053,1940-12-25,4.8,8.0,1940,
4928,en,0.0,0.0,"The World, the Flesh and the Devil",1.441529,1959-05-20,5.8,16.0,1959,
27295,en,0.0,0.0,Mom and Dad Save the World,3.291757,1992-07-24,4.4,18.0,1992,
55831,en,0.0,0.0,Boynton Beach Club,0.708481,2005-08-05,6.8,3.0,2005,
12486,en,0.0,0.0,Farce of the Penguins,2.515565,2006-12-01,3.2,13.0,2006,
20785,en,0.0,0.0,Emmet Otter's Jug-Band Christmas,1.359057,1977-12-17,7.3,11.0,1977,
9726,en,35000000.0,42064105.0,A Good Year,7.82187,2006-09-09,6.5,360.0,2006,1.2018315714285714
2152,en,0.0,0.0,Dixie Chicks: Shut Up and Sing,1.831001,2006-10-27,6.5,12.0,2006,
10093,en,15000000.0,11992014.0,The Return,9.338989,2006-11-10,5.1,61.0,2006,0.7994676
14799,en,12000000.0,5542025.0,For Your Consideration,12.142183,2006-11-22,5.9,44.0,2006,0.46183541666666666
29044,en,0.0,0.0,Street Fight,1.389875,2005-01-01,6.6,9.0,2005,
13542,en,0.0,0.0,Red Dust,1.757911,2004-01-01,6.4,10.0,2004,
21710,en,0.0,19791.0,Fuck,2.048857,2005-11-07,6.6,17.0,2005,inf
8588,en,0.0,0.0,Shooting Dogs,10.81576,2006-03-08,7.5,39.0,2006,
9836,en,100000000.0,384335608.0,Happy Feet,15.088318,2006-11-16,5.9,1457.0,2006,3.84335608
9809,en,4000000.0,4630045.0,Let's Go to Prison,3.856827,2006-11-17,5.5,70.0,2006,1.15751125
10741,en,0.0,0.0,Bobby,9.614816,2006-09-05,6.4,120.0,2006,
9969,en,0.0,47231070.0,Deck the Halls,5.162761,2006-11-22,5.1,109.0,2006,inf
2357,en,0.0,580527.0,10 Items or Less,3.898236,2006-09-11,6.6,50.0,2006,inf
1581,en,85000000.0,194168700.0,The Holiday,14.043416,2006-12-08,6.7,1259.0,2006,2.2843376470588237
21600,en,0.0,0.0,I Wake Up Screaming,1.64311,1941-10-31,4.8,8.0,1941,
57977,en,0.0,0.0,Luna de Avellaneda,0.827289,2004-01-01,6.6,14.0,2004,
313,en,12000000.0,1381665.0,Snow Cake,11.556057,2006-02-09,7.3,51.0,2006,0.11513875
7873,en,2000000.0,5967038.0,Harsh Times,7.659357,2005-09-11,6.3,198.0,2005,2.983519
14823,en,0.0,0.0,London to Brighton,2.216329,2006-12-01,6.5,34.0,2006,
27387,en,250000.0,0.0,Gacy,6.677536,2003-05-13,4.4,18.0,2003,0.0
8324,en,0.0,0.0,Fast Food Nation,5.397239,2006-05-16,5.9,101.0,2006,
85505,en,0.0,0.0,Min and Bill,0.336991,1930-11-29,6.0,3.0,1930,
42822,en,0.0,0.0,"20,000 Years in Sing Sing",1.530243,1932-12-24,5.8,10.0,1932,
5698,en,150.0,0.0,The Great Train Robbery,4.248169,1903-12-01,7.1,116.0,1903,0.0
2179,en,22000000.0,13405595.0,Tenacious D in The Pick of Destiny,7.98193,2006-11-22,6.5,419.0,2006,0.6093452272727272
39219,en,0.0,0.0,The Facts of Life,0.264959,1960-11-14,5.4,6.0,1960,
47156,en,0.0,0.0,It's a Wonderful World,0.287051,1939-05-19,4.7,6.0,1939,
14457,en,0.0,0.0,Reeker,10.382533,2005-03-13,5.2,53.0,2005,
76211,en,0.0,0.0,Sitting Pretty,3.115951,1948-01-01,6.1,13.0,1948,
38450,en,0.0,0.0,The Last Hard Men,1.095995,1976-04-22,6.6,13.0,1976,
14978,en,0.0,0.0,Moog,1.01593,2004-09-17,4.4,5.0,2004,
2447,en,35000000.0,0.0,The Nativity Story,4.68645,2006-12-01,6.4,36.0,2006,0.0
10032,en,0.0,6086508.0,Van Wilder 2: The Rise of Taj,5.985236,2006-12-01,5.1,162.0,2006,inf
9796,en,10000000.0,0.0,Turistas,11.951258,2006-12-01,5.3,197.0,2006,0.0
1372,en,100000000.0,170877916.0,Blood Diamond,12.477872,2006-12-07,7.4,2344.0,2006,1.70877916
22440,en,0.0,0.0,Dracula's Daughter,2.076008,1936-05-11,6.3,24.0,1936,
39554,en,0.0,0.0,Doc Savage: The Man of Bronze,1.028259,1975-06-01,5.3,10.0,1975,
15077,en,0.0,0.0,黑社会2：以和为贵,3.233724,2006-04-27,7.1,37.0,2006,
18147,en,26000000.0,0.0,Unaccompanied Minors,5.437197,2006-12-08,5.5,68.0,2006,0.0
54910,en,0.0,0.0,Off the Black,0.708427,2006-12-08,6.0,1.0,2006,
2486,en,100000000.0,249288105.0,Eragon,9.851133,2006-12-14,4.9,990.0,2006,2.49288105
1246,en,24000000.0,155721132.0,Rocky Balboa,11.697604,2006-12-20,6.5,858.0,2006,6.4883805
18615,en,16800000.0,2281089.0,Fur: An Imaginary Portrait of Diane Arbus,5.108321,2006-08-30,5.8,73.0,2006,0.13577910714285715
40574,en,0.0,0.0,Girl Shy,1.153412,1924-04-20,6.9,14.0,1924,
13210,en,0.0,0.0,The Dam Busters,2.744345,1955-05-16,7.0,36.0,1955,
25060,en,0.0,0.0,Zombie Honeymoon,2.702334,2004-01-01,4.4,12.0,2004,
12795,en,500000.0,745327.0,Another Gay Movie,5.978211,2006-04-28,5.2,48.0,2006,1.490654
16066,en,0.0,0.0,Oyster Farmer,1.143836,2005-06-30,6.3,6.0,2005,
77966,en,0.0,0.0,Red-Headed Woman,0.656431,1932-06-25,6.3,14.0,1932,
55819,en,0.0,0.0,Daniel,2.388788,1983-08-26,6.2,10.0,1983,
46948,en,0.0,0.0,Power,1.828322,1986-01-31,5.6,14.0,1986,
43791,en,0.0,0.0,The Man Who Never Was,1.210668,1956-03-15,6.8,24.0,1956,
14202,en,19400000.0,0.0,The Painted Veil,11.370183,2006-12-09,7.1,319.0,2006,0.0
11170,en,65000000.0,43545364.0,We Are Marshall,5.401746,2006-12-12,6.7,189.0,2006,0.6699286769230769
30060,en,0.0,0.0,The Plague Dogs,8.302414,1982-10-21,8.0,36.0,1982,
1247,en,85000000.0,59908565.0,The Good Shepherd,11.057536,2006-12-11,6.3,342.0,2006,0.7048066470588236
1125,en,70000000.0,154937680.0,Dreamgirls,7.739633,2006-12-25,6.6,292.0,2006,2.213395428571429
14277,en,5000.0,0.0,Loose Change: 2nd Edition,0.651714,2006-06-01,6.3,16.0,2006,0.0
1646,en,21000000.0,41170784.0,Freedom Writers,13.585233,2007-01-05,7.6,368.0,2007,1.9605135238095237
58923,en,2000000.0,0.0,When the Levees Broke: A Requiem in Four Acts,0.525385,2006-08-16,7.0,10.0,2006,0.0
1730,en,0.0,849055.0,INLAND EMPIRE,6.610774,2006-09-06,7.1,249.0,2006,inf
20537,en,0.0,0.0,Caravaggio,2.88364,1986-08-29,6.3,25.0,1986,
8618,en,4000000.0,13401952.0,The History Boys,3.403583,2006-10-02,6.6,66.0,2006,3.350488
1259,en,15000000.0,49469904.0,Notes on a Scandal,8.593087,2006-12-25,6.9,239.0,2006,3.2979936
20842,en,70000.0,0.0,Children Shouldn't Play with Dead Things,1.796065,1973-02-28,5.3,28.0,1973,0.0
34943,en,0.0,0.0,The Face Behind the Mask,0.671336,1941-01-16,6.0,10.0,1941,
9053,en,21000000.0,480314.0,DOA: Dead or Alive,5.756379,2006-09-07,5.0,207.0,2006,0.022872095238095237
10462,en,0.0,0.0,Don't Drink the Water,1.618751,1994-12-18,4.9,16.0,1994,
182,en,32000000.0,5914908.0,The Good German,5.290831,2006-12-08,5.9,87.0,2006,0.184840875
31048,en,0.0,0.0,Sweet Land,6.185658,2005-10-21,6.1,12.0,2005,
1251,en,19000000.0,68673228.0,Letters from Iwo Jima,11.649588,2006-12-19,7.2,553.0,2006,3.6143804210526316
43512,en,0.0,0.0,Presenting Lily Mars,0.346945,1943-04-29,6.0,4.0,1943,
5393,en,47000000.0,38085778.0,Happily N'Ever After,13.139893,2006-09-14,4.6,108.0,2006,0.8103357021276596
14171,en,12000000.0,0.0,Home of the Brave,4.068478,2006-12-15,5.5,48.0,2006,0.0
14396,en,20000000.0,10337477.0,Code Name: The Cleaner,11.107148,2007-01-05,4.7,78.0,2007,0.51687385
1931,en,13000000.0,75511123.0,Stomp the Yard,5.607508,2007-05-16,6.1,90.0,2007,5.808547923076923
13967,en,30000000.0,35078241.0,Miss Potter,8.599342,2006-12-03,6.3,143.0,2006,1.1692747
9992,en,86000000.0,107944236.0,Arthur et les Minimoys,11.621534,2006-12-13,6.0,663.0,2006,1.255165534883721
19344,en,900000.0,0.0,Loving Annabelle,7.528482,2006-03-08,6.4,55.0,2006,0.0
8275,en,0.0,0.0,American Pie Presents: The Naked Mile,8.152676,2006-12-07,5.3,507.0,2006,
79767,en,0.0,0.0,Familia rodante,0.469667,2004-09-06,6.4,5.0,2004,
42567,en,0.0,0.0,David and Bathsheba,2.162008,1951-08-10,4.7,10.0,1951,
26518,en,300000.0,0.0,Old Joy,2.196695,2006-01-01,6.3,36.0,2006,0.0
13771,en,0.0,0.0,Venus,3.740068,2006-09-02,6.5,48.0,2006,
1773,en,0.0,0.0,American Madness,0.649011,1932-08-04,5.4,7.0,1932,
38025,en,0.0,0.0,Invisible Waves,1.274388,2006-03-02,5.8,9.0,2006,
31325,en,0.0,0.0,Quand j'étais chanteur,2.725556,2006-09-13,5.7,19.0,2006,
4283,en,0.0,10597734.0,Primeval,2.454709,2007-01-12,4.7,45.0,2007,inf
7457,en,0.0,15309302.0,Alpha Dog,7.655603,2006-01-27,6.6,463.0,2006,inf
13551,en,0.0,0.0,The Dead Girl,4.028773,2006-11-07,6.4,66.0,2006,
19166,en,6000000.0,0.0,House Of 9,5.499612,2005-01-01,4.9,54.0,2005,0.0
43470,en,0.0,0.0,A Stolen Life,1.39158,1946-07-06,7.6,8.0,1946,
6166,en,0.0,0.0,Dinner for One,2.317554,1963-06-08,6.8,33.0,1963,
19629,en,0.0,0.0,Red Doors,1.38669,2005-04-22,4.3,6.0,2005,
12183,en,0.0,0.0,The Wendell Baker Story,1.756489,2005-08-03,5.2,16.0,2005,
56705,en,0.0,0.0,Crawlspace,2.230313,1986-05-21,5.4,20.0,1986,
78318,en,0.0,0.0,Juarez,0.657739,1939-06-10,6.4,5.0,1939,
1265,en,60000000.0,137587063.0,Bridge to Terabithia,8.460206,2007-02-16,7.0,1146.0,2007,2.2931177166666665
14137,en,0.0,0.0,Beer League,1.521008,2006-09-15,5.3,22.0,2006,
15689,en,0.0,0.0,Dead Meat,2.783147,2004-10-01,4.0,12.0,2004,
27432,en,100000.0,362222.0,Killer of Sheep,2.777856,1978-11-14,6.5,27.0,1978,3.62222
14891,en,0.0,0.0,Dirty Sanchez: The Movie,0.908052,2006-09-22,5.6,17.0,2006,
12547,en,0.0,0.0,Shadows in the Sun,1.606225,2005-05-12,6.3,12.0,2005,
13140,en,0.0,7778177.0,Kenny,1.489294,2006-08-17,6.1,18.0,2006,inf
13365,en,0.0,238073.0,49 Up,0.769595,2005-09-15,6.9,12.0,2005,inf
10758,en,2000000.0,22179430.0,Waitress,11.276024,2007-05-25,6.6,132.0,2007,11.089715
26594,en,0.0,0.0,The Secret,4.457291,2006-03-26,5.5,58.0,2006,
22473,en,0.0,0.0,Neverwas,8.557727,2005-09-09,6.4,31.0,2005,
51863,en,0.0,0.0,Seven Up!,1.046864,1964-05-05,7.5,21.0,1964,
50754,en,0.0,0.0,7 Plus Seven,0.001021,1970-01-01,7.5,20.0,1970,
13668,en,25000000.0,16158487.0,Catch and Release,5.953413,2006-10-20,5.8,109.0,2006,0.64633948
7516,en,17000000.0,57103895.0,Smokin' Aces,7.906434,2006-12-09,6.4,541.0,2006,3.3590526470588236
10075,en,0.0,0.0,Blood and Chocolate,5.415846,2007-01-26,5.5,92.0,2007,
9760,en,20000000.0,86865564.0,Epic Movie,5.549609,2007-01-25,3.2,334.0,2007,4.3432782
9966,en,16000000.0,1109660.0,The Messengers,9.629399,2007-02-02,5.6,216.0,2007,0.06935375
1257,en,0.0,69485490.0,Because I Said So,14.764607,2007-02-02,5.8,194.0,2007,inf
1248,en,50000000.0,82169884.0,Hannibal Rising,2.159558,2007-02-06,6.0,666.0,2007,1.64339768
9757,en,60000000.0,95673607.0,Norbit,7.667874,2007-02-08,5.0,434.0,2007,1.5945601166666667
56165,en,0.0,0.0,Billy the Kid vs. Dracula,0.53403,1966-01-01,4.7,3.0,1966,
14761,en,0.0,163000.0,Cocaine Cowboys,2.941626,2006-04-26,7.5,56.0,2006,inf
1252,en,0.0,0.0,Lonely Hearts,5.694413,2006-04-30,6.0,88.0,2006,
2062,en,150000000.0,623722818.0,Ratatouille,20.50803,2007-06-22,7.5,4510.0,2007,4.15815212
11650,en,0.0,0.0,Five Fingers,5.070446,2006-05-01,5.9,35.0,2006,
23544,en,0.0,0.0,The Point!,0.766972,1971-02-02,6.9,12.0,1971,
5172,en,13000000.0,11130889.0,The Astronaut Farmer,6.862146,2006-10-15,6.2,124.0,2006,0.8562222307692308
9965,en,0.0,0.0,"Wake Up, Ron Burgundy: The Lost Movie",3.055036,2004-12-28,5.5,55.0,2004,
34866,en,0.0,0.0,Mafioso,0.242384,1962-10-24,6.8,6.0,1962,
37725,en,15500000.0,7385434.0,It's a Boy Girl Thing,8.960677,2006-12-26,6.3,279.0,2006,0.4764796129032258
40973,en,5000000.0,3000000.0,Myra Breckinridge,0.619657,1970-06-24,4.8,9.0,1970,0.6
63460,en,0.0,0.0,Vice Squad,0.870174,1982-01-22,6.0,14.0,1982,
13517,en,0.0,0.0,The Ugly Duckling and Me!,4.407038,2006-09-10,4.7,18.0,2006,
22105,en,0.0,0.0,Danika,10.488933,2006-01-01,5.4,23.0,2006,
3024,en,0.0,0.0,The Strange Case of Dr. Jekyll and Mr. Hyde,0.424452,1968-01-07,0.0,0.0,1968,
47200,en,0.0,0.0,Shiza,0.47589,2004-01-01,6.0,4.0,2004,
17266,en,0.0,0.0,The Odyssey,4.315717,1997-05-18,6.3,54.0,1997,
9828,en,3700000.0,3338228.0,Unknown,13.505066,2006-11-03,6.4,116.0,2006,0.9022237837837838
34038,en,0.0,0.0,Magical Mystery Tour,2.70213,1967-12-25,5.8,28.0,1967,
71506,en,0.0,0.0,Ringers - Lord of the Fans,0.361798,2005-01-21,4.7,3.0,2005,
9958,en,5000000.0,3833507.0,Trailer Park Boys: The Movie,3.172765,2006-10-06,6.8,53.0,2006,0.7667014
1250,en,110000000.0,228738393.0,Ghost Rider,11.902354,2007-02-16,5.2,1754.0,2007,2.079439936363636
4169,en,0.0,33231264.0,Breach,6.885359,2007-02-12,6.5,174.0,2007,inf
16555,en,10000000.0,31609243.0,Daddy's Little Girls,6.063809,2007-02-14,6.6,19.0,2007,3.1609243
11172,en,40000000.0,145896422.0,Music and Lyrics,7.196688,2007-02-09,6.2,569.0,2007,3.64741055
3594,en,30000000.0,77566815.0,The Number 23,8.140941,2007-02-23,6.3,1045.0,2007,2.5855605
10090,en,10000000.0,20342161.0,Reno 911!: Miami,4.468247,2007-02-23,5.6,72.0,2007,2.0342161
7874,en,15000000.0,10903846.0,Black Snake Moan,7.050403,2006-12-08,6.6,247.0,2006,0.7269230666666666
14845,en,0.0,0.0,Gray Matters,2.268351,2006-10-21,5.8,27.0,2006,
29965,en,0.0,0.0,Be with Me,1.262339,2005-05-12,6.8,12.0,2005,
13916,en,0.0,0.0,Shooting Gallery,3.346751,2005-12-26,5.6,9.0,2005,
22485,en,0.0,0.0,loudQUIETloud: A Film About the Pixies,0.95225,2006-04-21,6.9,10.0,2006,
12271,en,7000000.0,0.0,Factory Girl,19.651793,2006-12-29,6.2,83.0,2006,0.0
17919,en,15000000.0,0.0,Human Trafficking,2.529274,2005-10-24,7.2,25.0,2005,0.0
13185,en,994000.0,165000.0,Kidulthood,5.230003,2006-03-03,6.2,61.0,2006,0.1659959758551308
26655,en,5000000.0,0.0,Like Mike 2: Streetball,2.255781,2006-06-06,3.6,16.0,2006,0.0
42630,en,0.0,0.0,Lady in Cement,3.40004,1968-11-19,6.6,10.0,1968,
22172,en,0.0,0.0,Street Trash,3.68961,1987-05-09,5.6,70.0,1987,
28955,en,0.0,0.0,First Man Into Space,1.343551,1959-02-01,5.2,12.0,1959,
27313,en,0.0,0.0,I Drink Your Blood,2.030342,1970-01-01,6.2,21.0,1970,
4638,en,12000000.0,80573774.0,Hot Fuzz,13.535195,2007-02-14,7.4,2252.0,2007,6.714481166666666
68979,en,2000000.0,0.0,Dead Heat on a Merry-Go-Round,1.300278,1966-10-12,6.0,2.0,1966,0.0
83980,en,7.0,0.0,The Trial of Billy Jack,0.0339,1974-11-13,6.8,6.0,1974,0.0
94393,en,0.0,0.0,The Savage Innocents,1.393818,1960-03-20,7.4,7.0,1960,
9695,en,0.0,0.0,Karla,3.277457,2006-01-20,4.8,33.0,2006,
28438,en,0.0,0.0,The Leopard Man,1.494525,1943-05-08,6.4,18.0,1943,
12554,en,0.0,0.0,Citizen X,3.538001,1995-02-25,6.9,43.0,1995,
26598,en,0.0,0.0,Cats,2.548705,1998-10-05,7.1,19.0,1998,
1738,en,70000000.0,76066841.0,Next,9.41746,2007-04-24,5.9,880.0,2007,1.086669157142857
1253,en,0.0,8974829.0,Breaking and Entering,4.217411,2006-12-15,6.3,64.0,2006,inf
15325,en,0.0,0.0,God Grew Tired of Us,1.369146,2007-01-12,7.5,13.0,2007,
34389,en,0.0,202000.0,Iraq in Fragments,0.541397,2006-01-21,6.8,6.0,2006,inf
15163,en,0.0,0.0,Amazing Grace,20.346477,2006-09-16,7.0,95.0,2006,
14375,en,818418.0,4851244.0,Romanzo criminale,4.387586,2005-09-30,7.3,112.0,2005,5.927587125405355
10845,en,3000000.0,0.0,2001 Maniacs,4.619056,2005-05-12,4.9,70.0,2005,0.0
31659,en,13000000.0,8475466.0,Wise Guys,1.884204,1986-04-17,6.1,26.0,1986,0.651958923076923
15582,en,0.0,0.0,Teen Wolf Too,4.604439,1987-11-20,3.8,47.0,1987,
31015,en,0.0,0.0,Body Count,1.280643,1998-04-28,6.8,4.0,1998,
1949,en,65000000.0,84785914.0,Zodiac,19.083823,2007-03-02,7.3,2080.0,2007,1.3043986769230769
10942,en,0.0,0.0,Babylon 5: The Gathering,8.232154,1993-02-22,6.4,57.0,1993,
7006,en,0.0,0.0,White Noise 2: The Light,6.176386,2007-01-05,5.6,80.0,2007,
27040,en,275.0,0.0,Meshes of the Afternoon,2.574317,1943-01-01,7.7,57.0,1943,0.0
11199,en,0.0,253625427.0,Wild Hogs,11.356011,2007-03-02,5.7,666.0,2007,inf
41393,en,2000000.0,30.0,Zyzzyx Road,0.717595,2006-02-25,4.0,4.0,2006,1.5e-05
9784,en,0.0,0.0,Man About Town,3.874408,2006-06-08,5.3,46.0,2006,
25530,en,0.0,0.0,First On the Moon,0.436348,2005-09-25,5.0,4.0,2005,
27864,en,0.0,0.0,The Lathe of Heaven,1.422501,1980-01-01,6.1,10.0,1980,
8965,en,0.0,0.0,Atlantis: Milo's Return,7.751536,2003-02-25,5.4,166.0,2003,
14710,en,0.0,0.0,The Westerner,1.499865,1940-09-18,6.1,24.0,1940,
14624,en,0.0,0.0,The Ultimate Gift,5.09336,2006-10-20,6.8,78.0,2006,
1271,en,65000000.0,422610419.0,300,18.108408,2006-12-09,7.0,5092.0,2006,6.501698753846154
10790,en,0.0,0.0,The Abandoned,4.784131,2006-09-11,5.4,64.0,2006,
18019,en,0.0,0.0,Julius Caesar,3.353767,1953-06-04,6.5,37.0,1953,
64142,en,0.0,0.0,Three Smart Girls,0.360971,1936-12-20,7.0,2.0,1936,
61648,en,0.0,0.0,Something in the Wind,0.222832,1947-07-21,10.0,1.0,1947,
14055,en,8.0,21.0,Starter for 10,5.140016,2006-09-13,6.7,131.0,2006,2.625
2267,en,0.0,27297451.0,The Last Mimzy,6.183051,2007-02-09,5.9,116.0,2007,inf
47249,en,0.0,0.0,America America,1.099317,1963-12-15,5.8,18.0,1963,
31040,en,0.0,0.0,The Situation,0.860383,2006-01-01,6.5,2.0,2006,
50185,en,0.0,31815.0,Diary of a Hitman,0.781841,1991-11-20,3.5,4.0,1991,inf
25105,en,0.0,0.0,Flower Drum Song,0.50835,1961-11-09,3.8,9.0,1961,
2977,en,16500000.0,37311672.0,Becoming Jane,7.829737,2007-03-02,6.9,325.0,2007,2.2613134545454545
15664,en,0.0,2043704.0,Right at Your Door,4.010441,2006-01-23,5.8,65.0,2006,inf
25062,en,0.0,0.0,A Taste of Honey,1.829632,1961-09-01,6.5,21.0,1961,
16727,en,12000000.0,20138836.0,The Namesake,4.273271,2006-09-02,6.8,50.0,2006,1.6782363333333334
5413,en,0.0,0.0,Omagh,0.769035,2004-05-22,6.1,4.0,2004,
52679,en,0.0,0.0,The Last Command,4.030927,1928-01-22,7.7,16.0,1928,
14434,en,11000000.0,13196245.0,I Think I Love My Wife,3.966066,2007-03-16,5.0,56.0,2007,1.1996586363636363
27919,en,1200000.0,0.0,The Second Chance,0.753558,2006-01-01,4.9,5.0,2006,0.0
47837,en,0.0,0.0,The Fugitive Kind,3.310593,1960-04-14,6.5,16.0,1960,
11494,en,0.0,0.0,Wilderness,2.891777,2006-08-11,6.3,48.0,2006,
19936,en,0.0,0.0,Hipnos,2.064359,2004-10-08,5.6,9.0,2004,
